id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
74715,"Northcote, A Classic in Melbourne",392594,Walter,,Darebin,-37.77258,145.00994,Private room,65,2,90,2019-03-17,0.84,2,56
74959,Blissful Beachside Port Melbourne Warehouse,395864,Linda,,Port Phillip,-37.84028,144.93595,Private room,95,2,105,2020-01-04,1.00,1,312
75109,"❤ Safe, Cosy Oasis 10 km from CBD ❤",397569,Karen,,Hobsons Bay,-37.83821,144.87827,Private room,50,2,104,2018-09-11,0.98,4,189
76867,"City's edge Penthouse - private bath, views!",410806,Judy,,Port Phillip,-37.83229,144.96845,Private room,85,2,250,2019-11-29,2.33,1,19
78143,2 bedrooms-ideal for friends/family,419767,Julie,,Stonnington,-37.8531,144.99012,Private room,98,2,141,2020-01-01,1.35,1,229
80986,Richmond CENTRAL PARK EDGE 1BR+WIFI,50121,The A2C Team,,Yarra,-37.81639,145.00262,Entire home/apt,120,3,74,2019-12-16,0.74,10,75
86369,"Sunny 1950s Apartment, St Kilda East 
Longer stays",246509,Fiona,,Glen Eira,-37.86971,145.00662,Entire home/apt,109,21,24,2019-12-01,0.86,1,253
86422,2 Bright Rooms own Bathrm nr train,473732,Angela,,Whitehorse,-37.82522,145.19781,Private room,97,1,55,2017-10-07,0.52,1,311
108032,Studio apartment on Collins Street,559227,Malcolm,,Melbourne,-37.81639,144.96652,Entire home/apt,140,2,247,2019-12-14,2.37,1,305
111001,Double Guest Room Ensuited,569413,Dina,,Port Phillip,-37.83739,144.96637,Private room,81,2,155,2019-12-31,1.55,22,356
120487,Garden Bungalow with the Possums,606393,Barbara,,Kingston,-37.99107,145.07643,Entire home/apt,94,3,79,2019-12-11,0.79,2,139
133617,Life style on the Beach 豪华的海边生活,646383,Hannah,,Port Phillip,-37.84317,144.94031,Private room,89,3,13,2018-02-13,0.13,2,156
136510,Private Room,668249,Shirley,,Melbourne,-37.77919,144.94041,Private room,45,1,10,2018-09-23,0.39,1,0
144236,"Lux Apartment, Australian Open",699180,Peter,,Melbourne,-37.84499,144.97929,Private room,245,2,0,,,1,365
150729,"Fabulous Fitzroy, gorgeous Gertrude St.   No Ikea!",376675,Ramona,,Yarra,-37.80508,144.97942,Private room,89,3,564,2019-12-29,5.48,2,60
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,,Yarra Ranges,-37.90605,145.35069,Entire home/apt,160,1,33,2019-09-14,0.33,2,314
161033,Healesville Yarra Valley Cottage,770883,Karen,,Yarra Ranges,-37.63282,145.49766,Entire home/apt,81,2,233,2019-11-23,2.29,1,309
161404,"Handy Location, 5Beds, 3bath, 10km to CBD, Austin",772011,Alice,,Banyule,-37.75651,145.03991,Entire home/apt,98,2,28,2020-01-01,1.01,2,33
163077,Elwood CHIC 1BR+WALK TO VILLAGE+WIFI,50121,The A2C Team,,Port Phillip,-37.87959,144.99165,Entire home/apt,138,3,55,2019-12-24,0.55,10,83
167067,Convenient Spot in Mt Waverley,796181,John,,Monash,-37.87146,145.12984,Private room,45,4,70,2019-03-16,0.69,1,278
173426,Beautiful Northcote home with heart -close to city,804527,Tania,,Darebin,-37.76315,144.98578,Private room,36,1,17,2018-05-11,0.17,1,5
189128,"Double Room, Private Bathroom, Breakfast & Air Con",668611,Toni,,Boroondara,-37.8176,145.05913,Private room,61,1,87,2019-12-07,1.01,2,180
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,Diana,,Darebin,-37.69879,145.00193,Private room,30,2,1,2017-05-07,0.03,3,0
209073,Luxury Melbourne City Apartment,1029900,Oscar,,Melbourne,-37.81677,144.97589,Entire home/apt,180,7,20,2017-01-29,0.20,1,119
210568,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,Ian,,Glen Eira,-37.86898,145.02775,Private room,58,3,22,2019-09-26,0.22,2,73
213348,Large room in quiet Victorian home,689924,Adrian,,Port Phillip,-37.85874,144.98633,Private room,70,3,5,2018-07-27,0.13,1,0
214565,Warm and inviting cottage in the North East,1107678,,,Banyule,-37.7137,145.1238,Private room,30,1,0,,,1,0
227028,Flinders Lane Architecturally Designed Apartment,1184368,Dan,,Melbourne,-37.81571,144.96748,Entire home/apt,220,2,98,2019-12-15,1.03,1,252
229430,ROOM IN MODERN TOWNHOUSE Melbourne ,1198300,Daniela,,Boroondara,-37.82995,145.05102,Private room,49,2,23,2015-04-25,0.23,1,0
230790,Clarelee - Belgrave Accommodation,1197236,Clarelee,,Yarra Ranges,-37.90514,145.35261,Entire home/apt,500,1,73,2019-12-02,1.13,1,359
232088,Melbourne 2  Bedrooms 2 Bathrooms FULL Kitchen,1214242,Mal,,Moreland,-37.71003,144.95157,Entire home/apt,89,3,20,2019-11-29,0.21,6,354
232812,Parkland apartment on edge of CBD,950667,Rosemary,,Melbourne,-37.7857,144.95616,Entire home/apt,190,2,8,2018-02-28,0.08,1,250
240410,Beautifully Appointed Apt - Central,1260586,Neil,,Melbourne,-37.80507,144.9519,Entire home/apt,156,2,76,2019-12-16,0.84,1,324
241263,Inner city apartment with amazing views,1345462,Gloria,,Melbourne,-37.78128,144.95618,Private room,89,1,219,2019-12-20,2.27,1,323
244952,Treehouse apartment in Fitzroy,287730,Rebecca,,Yarra,-37.80403,144.97908,Entire home/apt,125,4,275,2019-12-19,2.76,1,254
247006,Albert Park: Between St Kilda & CBD - Perfect spot,538647,Chris,,Port Phillip,-37.84506,144.9571,Private room,92,2,138,2019-12-14,1.39,1,57
247140,Self Contained Apartment (CBD Edge),1296115,Fiona,,Melbourne,-37.817,144.9767,Entire home/apt,225,3,76,2019-11-30,0.77,1,344
248235,Gorgeous home with pool. Central location!!,1300846,Ayelet,,Glen Eira,-37.86392,145.01737,Entire home/apt,421,4,11,2019-12-30,0.13,1,2
251354,Inner city Warehouse Garden of Eden,1318256,Elana,,Stonnington,-37.85795,145.02439,Entire home/apt,180,1,7,2017-01-23,0.07,1,90
251867,Sharehouse in the heart of Melb,1003092,Jules,,Melbourne,-37.80927,144.98515,Private room,61,1,2,2019-04-07,0.21,7,6
251965,Shared room in Elwood,725136,Nathan,,Port Phillip,-37.87634,144.9886,Entire home/apt,259,1,0,,,1,355
256186,Collingwood 2 bedrm Warehouse Apt,1344893,Hoang And Michael,,Yarra,-37.80176,144.98473,Entire home/apt,120,7,146,2020-01-01,1.50,1,280
257149,Sunny 2BR Melbourne flat 7kms CBD,504534,Lanie,,Darebin,-37.76294,144.9964,Entire home/apt,130,2,116,2019-11-26,1.19,1,311
257915,Central Apartments in Melbourne ,569413,Dina,,Melbourne,-37.82525,144.96145,Entire home/apt,700,2,48,2019-12-16,0.50,22,358
261558,Victorian terrace in Nth Melbourne close to CBD!,1372143,Chloé,,Melbourne,-37.80417,144.95327,Private room,95,2,14,2019-10-06,0.35,1,87
263871,In The Heart Of The City- Melbourne,1384456,Eliisa,,Melbourne,-37.81695,144.96295,Entire home/apt,124,14,40,2019-10-18,0.47,1,273
268525,Home 20mins (CBD) near Box Hill,1179603,Anita,,Whitehorse,-37.8129,145.14081,Private room,35,5,0,,,1,365
268620,nice room ,1407948,Richard,,Melton,-37.73994,144.73881,Private room,72,1,0,,,1,365
268849,"Unique, Intimately Styled South Yarra Sanctuary",1408673,Little Journey,,Stonnington,-37.83692,144.99285,Entire home/apt,115,1,471,2020-01-01,4.79,3,30
277605,Angelus Retreat @ Mount Dandenong ,1448773,Margaret Jiin,,Yarra Ranges,-37.9056,145.39525,Entire home/apt,220,2,8,2019-09-29,0.08,2,365
280698,Elwood SPACIOUS OPEN PLAN EXEC 2BR+PARKING+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.87384,144.98861,Entire home/apt,199,3,61,2019-12-16,0.83,10,42
281890,❤Cheerful retreat! 10km from CBD ❤,397569,Karen,,Hobsons Bay,-37.83694,144.8764,Private room,50,2,63,2018-07-08,0.64,4,189
283257,sunlit studio down a quiet laneway,1475619,Lulu,,Yarra,-37.8044,144.98213,Entire home/apt,140,3,123,2019-12-28,1.96,1,151
284210,Fitzroyalty - luscious living in the heart of it,1480426,Kate,,Yarra,-37.7985,144.97883,Private room,145,5,31,2018-11-30,0.45,2,37
289467,The Suite @ Angelus Retreat,1448773,Margaret Jiin,,Yarra Ranges,-37.90546,145.39447,Entire home/apt,251,2,4,2019-06-09,0.07,2,365
297350,"Best, west of Melbourne-Wifi & Spa1",1533260,Ryan,,Brimbank,-37.78484,144.75625,Private room,45,1,273,2019-12-19,2.82,8,348
300679,Comfy room in Oakleigh South Melbourne,1505279,Julie,,Kingston,-37.94,145.09679,Private room,33,2,79,2019-11-25,0.85,1,330
307615,Queen BR + Private Bathroom in Huge CBD Apartment,1582716,Sharyn,,Melbourne,-37.80847,144.96606,Private room,75,1,105,2020-01-03,1.08,2,316
307630,Queen-bed Room in Huge CBD Warehouse Apartment,1582716,Sharyn,,Melbourne,-37.80815,144.96621,Private room,75,1,122,2017-12-26,1.27,2,0
309093,Savour 180-Degree Urban Views at a Triple Level Loft,1349266,Adam + Caro,,Yarra,-37.81973,145.00078,Entire home/apt,249,2,21,2019-12-18,1.69,1,5
310594,Cosy nest in vibrant eclectic area,1597828,Bridget,,Yarra,-37.80523,144.99518,Entire home/apt,145,2,161,2020-01-01,1.66,1,139
313648,"(1) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.81245,144.98576,Entire home/apt,109,4,47,2019-12-19,0.49,4,16
315513,"Best, west of Melbourne-Wifi & spa2",1533260,Ryan,,Brimbank,-37.7831,144.75774,Private room,45,1,98,2019-12-13,1.02,8,354
317239,Inner City Home-6 stops by train to Melbourne CBD,1628602,Jacqueline,,Hobsons Bay,-37.82989,144.87123,Private room,95,3,0,,,1,311
323280,Classic Victorian Armadale Home :) Victorian House,1608157,Fay,,Stonnington,-37.86171,145.02103,Private room,63,1,46,2019-01-23,0.49,3,338
331605,3 Bedroom Apartment MT111,569413,Dina,,Melbourne,-37.82348,144.9618,Entire home/apt,357,1,84,2019-11-05,0.94,22,342
334678,Room + Own Bathroom - 7km from city,1704562,Kate,,Maribyrnong,-37.80089,144.89165,Private room,95,2,6,2019-06-30,0.52,1,354
334891,Attractive room in leafy Deepdene,1705701,Veruschka,,Boroondara,-37.81285,145.06378,Private room,85,1,4,2019-02-23,0.07,1,365
363060,SUNLIT Kitchen/Vegie Garden/CLEAN,1835097,Rovielle,,Wyndham,-37.84545,144.71638,Private room,71,3,0,,,1,365
363278,Fitzroy: Tiny stone cottage,1835785,Alan,,Yarra,-37.80256,144.98281,Private room,71,1,249,2020-01-03,2.74,1,247
366848,Your Own Place in Central Melbourne,1852215,Trevor,,Melbourne,-37.81133,144.97276,Entire home/apt,130,6,21,2016-09-08,0.22,1,76
381690,Renovated Art Deco fully furnished,1914257,Shelly,,Port Phillip,-37.86393,144.99824,Entire home/apt,114,30,35,2019-10-26,0.40,1,255
385782,Dixons Bakery,1930965,David,,Port Phillip,-37.8453,144.9555,Entire home/apt,109,5,16,2018-03-26,0.17,2,0
386252,"Room for rent, townhouse in Kew",381584,F,,Boroondara,-37.80883,145.03969,Shared room,99,30,0,,,1,365
394600,"4/2 Pottery Court Brunswick, Melbourne",485320,Julie,,Moreland,-37.7691,144.95304,Entire home/apt,120,2,219,2019-12-27,2.33,1,311
403876,Luxurious Self Contained Pool House,2014143,Abby,,Stonnington,-37.84167,145.03505,Entire home/apt,135,3,222,2019-12-30,2.51,1,160
405515,MELB -   PRIVATE UNIT VERY QUIET,1214242,Mal,,Moreland,-37.70988,144.95131,Entire home/apt,79,3,5,2018-09-26,0.05,6,365
406997,Spacious Rm for you or couple 2/43,2027601,Bill,,Stonnington,-37.88374,145.0609,Private room,49,3,57,2019-10-31,0.61,14,6
411059,Classic and Contemporary on Collins,1435566,Sunny,,Melbourne,-37.81645,144.96055,Entire home/apt,121,2,428,2019-12-19,4.57,1,304
415272,"Great location! Easy access to CBD, Aus. Open.",228082,Mem,,Boroondara,-37.84534,145.05335,Private room,43,2,1,2019-05-11,0.12,1,0
415776,Expansive City Views POOL SPA GYM!!,2067875,Kate,,Stonnington,-37.8379,144.99696,Private room,83,1,108,2018-03-25,1.21,2,0
419490,Very Large 2 Bdrm Apt in Melbourne!,2068905,Victoria,,Moonee Valley,-37.78485,144.92751,Entire home/apt,150,7,3,2016-07-30,0.03,1,0
432113,Split Level City Centre Apartment + free parking,2148869,Marian And Alan,,Melbourne,-37.8269,144.96805,Entire home/apt,150,6,104,2020-01-01,1.11,1,310
433779,Room with private courtyard 7,2027601,Bill,,Stonnington,-37.88344,145.06115,Private room,45,3,48,2019-11-20,0.53,14,127
438849,Grand Old Victorian Hawthorn Home,2180044,Ian,,Boroondara,-37.82406,145.05656,Entire home/apt,200,10,4,2017-12-30,0.05,1,0
438899,Uber-Cool Loft-South Melbourne-Wkly&Mthly Pricing,1777499,Richard,,Port Phillip,-37.83359,144.9648,Entire home/apt,300,2,184,2019-11-07,2.08,2,1
449585,Need Luxury Homebase in Melbourne 1,2232579,Nola,,Boroondara,-37.80491,145.05325,Private room,99,1,29,2018-03-03,0.34,3,340
453940,Corner room - Private & Lovely Balwyn Nth Home,2255480,Jessica,,Boroondara,-37.79559,145.07892,Private room,40,1,2,2019-11-08,0.95,5,0
456950,St Kilda Bay Views,2271938,Harry,,Port Phillip,-37.85397,144.98198,Entire home/apt,291,5,3,2016-02-15,0.04,1,365
464528,BOUTIQUE STAYS – Zinc Views - 501,760849,Boutique Stays Accommodation Group,,Port Phillip,-37.84414,144.93913,Entire home/apt,366,5,4,2019-02-20,0.08,59,365
464612,Point Cook Homestay with Private Bathroom,2309055,Serena And KC,,Wyndham,-37.90042,144.72496,Private room,53,3,61,2019-12-20,0.67,1,362
466494,BOUTIQUE STAYS – Victorian Vogue,760849,Boutique Stays Accommodation Group,,Yarra,-37.81724,145.00899,Entire home/apt,593,5,6,2019-12-14,0.12,59,362
466732,BOUTIQUE STAYS – Lalique,760849,Boutique Stays Accommodation Group,,Port Phillip,-37.8879,144.98601,Entire home/apt,305,5,3,2019-02-05,0.23,59,365
467028,Carlton Victoria / own bathroom,943036,Lucy,,Melbourne,-37.80125,144.95747,Private room,97,2,235,2019-11-30,2.54,1,331
475855,Northside in Preston + wifi,2358976,Kirsten,,Darebin,-37.73242,144.98809,Private room,52,1,74,2019-06-07,0.80,1,364
479281,BOUTIQUE STAYS – Brighton Rose,760849,Boutique Stays Accommodation Group,,Bayside,-37.90883,144.99077,Entire home/apt,402,5,3,2019-02-24,0.10,59,365
479333,BOUTIQUE STAYS – Clifton Park,760849,Boutique Stays Accommodation Group,,Yarra,-37.78643,145.0018,Entire home/apt,402,5,12,2019-12-17,0.21,59,350
479472,BOUTIQUE STAYS – Sandyside 2,760849,Boutique Stays Accommodation Group,,Bayside,-37.95231,145.01173,Entire home/apt,366,5,6,2019-12-26,0.10,59,350
479736,Belsize Garden Apartment St Kilda,223256,Barbara,,Port Phillip,-37.86947,144.99643,Entire home/apt,170,2,56,2019-12-01,0.66,1,312
483719,Quiet Studio Next to Train Station,9082,Dennis,,Banyule,-37.74209,145.06541,Private room,61,2,27,2019-12-26,0.30,1,305
488819,Brunswick St at your doorstep,1583912,Dave,,Yarra,-37.80306,144.9767,Entire home/apt,148,4,3,2015-11-15,0.03,1,0
492022,BOUTIQUE STAYS – Sandy Haven A,760849,Boutique Stays Accommodation Group,,Bayside,-37.94706,145.00228,Entire home/apt,402,5,5,2019-12-15,0.30,59,344
492071,BOUTIQUE STAYS – Sandy Haven C,760849,Boutique Stays Accommodation Group,,Bayside,-37.94889,145.00405,Entire home/apt,449,5,8,2019-12-28,0.13,59,365
496502,Budget-friendly double room,2453853,Airdrie,,Moreland,-37.75571,144.97173,Private room,30,2,258,2019-12-08,2.84,1,119
506491,"Relax! Private, Stylish Loft & Spa!",2496901,Maureen,,Whitehorse,-37.8433,145.13555,Private room,78,2,71,2017-07-28,0.80,1,189
508586,Beautiful Ensuite - convenient & private room,2255480,Jessica,,Boroondara,-37.79363,145.08471,Private room,45,1,3,2019-12-28,0.29,5,346
508590,"Sunlit, Cosy Room in Convenient Location",2255480,Jessica,,Boroondara,-37.794,145.0835,Private room,40,1,3,2018-11-12,0.13,5,353
508594,"Large room - Convenient, Private & Cosy location",2255480,Jessica,,Boroondara,-37.79546,145.08345,Private room,40,1,4,2019-10-23,0.22,5,351
509326,home away from home,2509807,Rob,,Whittlesea,-37.68273,145.02837,Private room,114,1,0,,,1,365
513766,Guest room in a big house,2531069,Sanjeev,,Casey,-38.06865,145.33427,Private room,71,1,0,,,1,365
515607,Quiet modern home 1,2539832,Craig,,Wyndham,-37.88858,144.63699,Private room,30,2,64,2019-12-15,0.88,2,355
519819,Funky Paris end of Collins Street apartment,2558288,Alan,,Melbourne,-37.81456,144.974,Entire home/apt,169,3,37,2019-12-26,0.42,3,287
524570,Private room with en-suite shower  and toilet,2579341,Theresa,,Yarra Ranges,-37.65517,145.37551,Private room,81,1,149,2020-01-04,1.75,1,178
529300,St Kilda 1 Bedroom Apartment,2600707,Alan,,Port Phillip,-37.8631,144.98392,Entire home/apt,94,1,9,2015-11-12,0.12,3,348
529321,St Kilda Studio in Redan St,2600707,Alan,,Port Phillip,-37.85957,144.98918,Entire home/apt,62,1,6,2015-12-07,0.07,3,250
529339,Luxury Penthouse Near StKilda & CBD,2600707,Alan,,Port Phillip,-37.847,144.96214,Private room,180,3,6,2015-03-17,0.07,3,280
531324,Home away from home 欢迎回家,2581091,Marta,,Darebin,-37.72954,145.02915,Private room,71,1,16,2019-12-06,0.60,1,181
532347,B&B Guest House with Pool Room 1,2616259,Peter,,Glen Eira,-37.89248,145.07546,Private room,72,2,28,2019-10-04,0.34,4,364
534083,///NEW YORK LIVING..IN ST KILDA STUDIO,2624960,Karen,,Port Phillip,-37.85752,144.98589,Entire home/apt,99,1,175,2019-11-19,2.02,4,57
535813,Smart Artz Gallery - Venue Hire,2633177,Sharon,,Melbourne,-37.81408,144.96933,Private room,1649,1,0,,,2,365
546849,Private Room with Courtyard 5/45,2027601,Bill,,Stonnington,-37.88351,145.06103,Private room,45,3,29,2019-12-03,0.33,14,117
552797,Stylish Fitzroy Apartment with Cool Brick Arches,2716860,Jess And Kristy,,Yarra,-37.80453,144.97793,Entire home/apt,109,2,66,2019-12-25,1.32,1,35
554087,"Fabulous house, fabulous ST KILDA",2707723,Marjolein,,Port Phillip,-37.85742,144.97478,Private room,150,2,25,2019-02-17,0.28,1,178
557900,Look out over the CBD from a Boutique Flat,1700056,Rodger,,Melbourne,-37.81752,144.96523,Entire home/apt,190,3,136,2020-01-03,1.51,4,266
565813,Bright & spacious home stay,2002047,Ely,,Port Phillip,-37.86409,145.00235,Private room,125,4,19,2019-02-18,0.24,2,250
567486,Spacious modern studio ,2792235,Sara,,Boroondara,-37.8344,145.03488,Private room,75,30,13,2019-03-13,0.15,2,331
567941,"Elegant Victorian, Spacious Room",2794092,Jocelyn,,Yarra,-37.80201,144.98757,Private room,85,1,53,2019-03-16,0.60,1,361
571502,Simple but clean and secure room in Carlton!,2812963,Medley,,Melbourne,-37.80686,144.96671,Private room,81,3,15,2019-02-14,0.20,5,88
591772,HEART of CBD - Location with Quality,2921365,Vivian,,Melbourne,-37.81128,144.96198,Private room,65,2,165,2019-12-20,1.95,1,131
592162,Right in the heart of the City!,2922619,Dean,,Melbourne,-37.81689,144.95372,Entire home/apt,160,20,52,2019-03-05,0.58,1,0
603007,Spacious apartment near Botanic Gardens,2705870,Lindsay,,Melbourne,-37.82971,144.98724,Private room,61,1,13,2019-12-20,1.10,1,12
607674,Edna Walling Cottage (Heritage-listed),2558288,Alan,,Yarra Ranges,-37.88388,145.36184,Entire home/apt,169,2,7,2019-11-25,0.10,3,340
609602,Spacious rm for you or couple 3/43,2027601,Bill,,Stonnington,-37.88333,145.06241,Private room,49,7,33,2019-01-02,0.39,14,0
621155,Picture Perfect Oasis Richmond ,355966,Jas,,Yarra,-37.82148,144.99429,Entire home/apt,105,14,1,2013-09-16,0.01,3,0
624205,2 Bedroom Apartment MT267,569413,Dina,,Melbourne,-37.8233,144.96303,Entire home/apt,174,3,21,2019-01-24,0.23,22,174
628156,"QS bed & PRIVATE bathroom, Gr8 WiFi, TV & Netflix",3119669,James,,Port Phillip,-37.84181,144.93759,Private room,65,3,115,2020-01-02,1.29,2,166
628370,Close to Beach and City - Sleeps 4,2150180,Janine,,Port Phillip,-37.84188,144.94253,Entire home/apt,174,20,22,2019-10-12,0.25,2,180
630189,Warehouse Apartment in heart of Richmond!,3132583,Alistair,,Yarra,-37.82072,145.00029,Entire home/apt,99,3,2,2019-09-15,0.38,1,0
633258,Hip sun drenched Windsor apartment,440653,Rob,,Stonnington,-37.85513,144.99451,Entire home/apt,73,2,17,2018-06-28,0.19,1,0
633546,Sunny Central Space for 3!,3153972,Trish,,Hobsons Bay,-37.82874,144.87861,Private room,85,2,29,2019-11-25,0.33,1,365
639260,Fitzroy pad with secure Parking,172878,Christopher,,Yarra,-37.80173,144.97537,Entire home/apt,112,1,121,2020-01-05,1.38,1,12
641180,Cosy Inner City Studio Apartmnt. Spacious. Quiet.,3079228,Anthony,,Moreland,-37.77593,144.96928,Entire home/apt,88,14,298,2019-12-23,3.44,1,132
644223,"Sunny St Kilda, Art Deco, Wifi inc.",266620,Beverley,,Port Phillip,-37.87044,144.98891,Entire home/apt,120,3,2,2016-12-31,0.03,2,0
645260,Sunny Room for solo travellers,397569,Karen,,Hobsons Bay,-37.8378,144.87562,Private room,45,2,72,2018-11-17,0.83,4,189
648169,Artist Warehouse Apartment Fitzroy,3251357,Ryan,,Yarra,-37.79703,144.98311,Private room,89,3,132,2018-05-10,1.48,2,265
653384,Need luxury homebase in Melbourne 2,2232579,Nola,,Boroondara,-37.80315,145.05297,Private room,99,1,13,2018-03-25,0.22,3,340
653386,Need Luxury Homebase in Melbourne 3,2232579,Nola,,Boroondara,-37.80319,145.05208,Private room,99,1,10,2018-02-20,0.16,3,340
654926,Fitzroy Terrace - Melbourne style!,3296183,Frances,,Yarra,-37.79975,144.98166,Private room,120,7,81,2018-10-30,0.91,1,84
656235,"Private, self contained apartment.",3304934,John,,Monash,-37.89516,145.08124,Entire home/apt,125,5,31,2019-10-08,0.36,1,79
657209,** Cute Studio on Chapel St**best location+netflix,721348,Living Like Locals,,Port Phillip,-37.86094,144.99299,Entire home/apt,94,3,93,2020-01-01,1.09,1,312
661004,Artist Warehouse Apartment Fitzroy,3251357,Ryan,,Yarra,-37.79689,144.98132,Entire home/apt,180,3,181,2019-12-15,2.27,2,104
662482,Large Victorian Style Building 2,569413,Dina,,Port Phillip,-37.83575,144.96477,Private room,700,2,27,2019-08-13,0.31,22,356
662489,Triple Guest Room Ensuited,569413,Dina,,Port Phillip,-37.83611,144.9645,Hotel room,99,1,17,2019-12-11,0.21,22,357
668738,Stylish Modern Apt_St Kilda Beach,3384635,Susan,,Port Phillip,-37.85946,144.97905,Entire home/apt,120,7,11,2015-09-09,0.13,1,0
671981,Sofabed in Yarraville - nice sub,3395313,Tyler,,Maribyrnong,-37.81555,144.88717,Shared room,99,1,0,,,1,365
682045,THAT S YOUR ROOM VIEW..............,3474196,Hakan,,Melbourne,-37.80118,144.96298,Private room,61,14,7,2017-02-25,0.13,1,365
690762,Room To Let Next to Chilsom Tafe,3529788,Thomas,,Greater Dandenong,-37.97413,145.21955,Private room,81,1,1,2014-03-01,0.01,1,0
691140,B&B Guest House with Pool Room 2,2616259,Peter,,Glen Eira,-37.89239,145.07495,Private room,68,2,23,2019-11-23,0.32,4,365
691144,B&B Guest House with Pool Room 3,2616259,Peter,,Glen Eira,-37.89276,145.07586,Private room,68,2,20,2019-12-18,0.23,4,365
692656,B&B Guest House with Pool Room 4,2616259,Peter,,Glen Eira,-37.89133,145.07689,Private room,62,2,31,2019-06-26,0.42,4,180
712261,Charming 1930s Flat East St Kilda,738640,Chelle,,Port Phillip,-37.86827,144.99647,Entire home/apt,95,4,21,2019-02-27,0.24,1,127
715788,Beautiful relaxing 3 bdr home & garden,3688677,Sally,,Hobsons Bay,-37.84602,144.87636,Entire home/apt,180,2,9,2019-12-22,0.13,2,92
728162,Melb Inner City 4 bed house ,3776061,Tracy,,Yarra,-37.80339,144.99454,Entire home/apt,400,7,4,2016-01-25,0.05,1,0
731330,BREATHTAKING VIEWS - FULLY FURNISHE,2027601,Bill,,Port Phillip,-37.86025,144.97122,Entire home/apt,148,2,224,2019-12-28,2.96,14,29
739896,3 Level Apartment with Rooftop! ,3871035,Phil,,Moreland,-37.77156,144.97461,Entire home/apt,300,2,3,2014-01-03,0.04,1,0
